From,Entry,Entry Name,Length,Organism (ID),Taxonomic lineage,Taxonomic lineage (Ids)
G7Q519,G7Q519,G7Q519_9BACT,982,694327,cellular organisms (norank)Bacteria (superkingdom)Thermodesulfobacteriota (phylum)Desulfovibrionia (class)Desulfovibrionales (order)Desulfovibrionaceae (family)Solidesulfovibrio (genus)Solidesulfovibrio carbinoliphilus (species),|131567|2|200940|3031449|213115|194924|2910984|345370|
A0A6U9QKR8,A0A6U9QKR8,A0A6U9QKR8_9CHLO,811,88271,cellular organisms (norank)Eukaryota (superkingdom)Viridiplantae (kingdom)Chlorophyta (phylum)Picocystophyceae (class)Picocystales (order)Picocystaceae (family)Picocystis (genus),|131567|2759|33090|3041|2692249|2692250|2682562|88270|
A0A1J4JWS1,A0A1J4JWS1,A0A1J4JWS1_9EUKA,864,1144522,cellular organisms (norank)Eukaryota (superkingdom)Metamonada (norank)Parabasalia (phylum)Tritrichomonadida (order)Tritrichomonadidae (family)Tritrichomonas (genus),|131567|2759|2611341|5719|740972|740983|5723|
A0A286UNY5,A0A286UNY5,A0A286UNY5_9AGAM,1631,2282107,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Dikarya (subkingdom)Basidiomycota (phylum)Agaricomycotina (subphylum)Agaricomycetes (class)Agaricomycetes incertae sedis (norank)Hymenochaetales (order)Hymenochaetaceae (family)Pyrrhoderma (genus),|131567|2759|33154|4751|451864|5204|5302|155619|355688|139380|40424|175660|
A0A7Y2HWP2,A0A7Y2HWP2,A0A7Y2HWP2_9BACT,834,2052180,cellular organisms (norank)Bacteria (superkingdom)PVC group (norank)Planctomycetota (phylum)Phycisphaerae (class)Phycisphaerales (order)unclassified Phycisphaerales (norank),|131567|2|1783257|203682|666505|666506|1500946|
A0A1Y2UVC3,A0A1Y2UVC3,A0A1Y2UVC3_LIMRT,869,1598,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Bacillota (phylum)Bacilli (class)Lactobacillales (order)Lactobacillaceae (family)Limosilactobacillus (genus),|131567|2|1783272|1239|91061|186826|33958|2742598|
A0A1B7XMM4,A0A1B7XMM4,A0A1B7XMM4_9BACT,859,1560234,cellular organisms (norank)Bacteria (superkingdom)Thermodesulfobacteriota (phylum)Desulfovibrionia (class)Desulfovibrionales (order)Desulfovibrionaceae (family)Halodesulfovibrio (genus),|131567|2|200940|3031449|213115|194924|1912771|
A0A4R6TF94,A0A4R6TF94,A0A4R6TF94_9FLAO,765,1325435,cellular organisms (norank)Bacteria (superkingdom)FCB group (norank)Bacteroidota/Chlorobiota group (norank)Bacteroidota (phylum)Flavobacteriia (class)Flavobacteriales (order)Flavobacteriaceae (family)Tenacibaculum (genus),|131567|2|1783270|68336|976|117743|200644|49546|104267|
A0A662TRU9,A0A662TRU9,A0A662TRU9_UNCAD,758,1906665,cellular organisms (norank)Archaea (superkingdom)Unclassified Archaea (norank),|131567|2157|93506|
A0A534S7L4,A0A534S7L4,A0A534S7L4_UNCDE,735,2026735,cellular organisms (norank)Bacteria (superkingdom)delta/epsilon subdivisions (norank)Deltaproteobacteria (class)unclassified Deltaproteobacteria (norank),|131567|2|68525|28221|122706|
A0A0N4ZJD7,A0A0N4ZJD7,A0A0N4ZJD7_PARTI,690,131310,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Metazoa (kingdom)Eumetazoa (norank)Bilateria (norank)Protostomia (norank)Ecdysozoa (norank)Nematoda (phylum)Chromadorea (class)Rhabditida (order)Tylenchina (suborder)Panagrolaimomorpha (infraorder)Strongyloidoidea (superfamily)Strongyloididae (family)Parastrongyloides (genus),|131567|2759|33154|33208|6072|33213|33317|1206794|6231|119089|6236|6300|2082223|2082224|6246|131309|
A0A0P9HIV2,A0A0P9HIV2,A0A0P9HIV2_9CHLR,1030,186479,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Chloroflexota (phylum)Chloroflexia (class)Chloroflexales (order)Roseiflexineae (suborder)Roseiflexaceae (family)Kouleothrix (genus),|131567|2|1783272|200795|32061|32064|1508595|1508635|186475|
A0A124HVM4,A0A124HVM4,A0A124HVM4_9ACTN,1199,58343,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Actinomycetota (phylum)Actinomycetes (class)Kitasatosporales (order)Streptomycetaceae (family)Streptomyces (genus)Streptomyces aurantiacus group (norank),|131567|2|1783272|201174|1760|85011|2062|1883|2838335|
A0A2V0NPB6,A0A2V0NPB6,A0A2V0NPB6_9CHLO,2369,307507,cellular organisms (norank)Eukaryota (superkingdom)Viridiplantae (kingdom)Chlorophyta (phylum)core chlorophytes (norank)Chlorophyceae (class)CS clade (norank)Sphaeropleales (order)Selenastraceae (family)Raphidocelis (genus),|131567|2759|33090|3041|2692248|3166|2812636|35491|35466|307506|
A0A4Z1SWH0,A0A4Z1SWH0,A0A4Z1SWH0_GIAMU,870,5742,cellular organisms (norank)Eukaryota (superkingdom)Metamonada (norank)Fornicata (phylum)Diplomonadida (order)Hexamitidae (family)Giardiinae (subfamily)Giardia (genus),|131567|2759|2611341|207245|5738|5739|68459|5740|
A0A164ZP77,A0A164ZP77,A0A164ZP77_9AGAM,1573,1314777,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Dikarya (subkingdom)Basidiomycota (phylum)Agaricomycotina (subphylum)Agaricomycetes (class)Agaricomycetes incertae sedis (norank)Trechisporales (order)Trechisporales incertae sedis (norank)Sistotremastrum (genus)Sistotremastrum niveocremeum (species),|131567|2759|33154|4751|451864|5204|5302|155619|355688|452343|2834500|139133|139134|
A0A8J5XMI2,A0A8J5XMI2,A0A8J5XMI2_DIALT,1736,2081491,cellular organisms (norank)Eukaryota (superkingdom)Haptista (norank)Haptophyta (phylum)Pavlovales (order)Pavlovaceae (family)Diacronema (genus),|131567|2759|2608109|2830|73026|418969|70451|
A0A0F4LYZ6,A0A0F4LYZ6,A0A0F4LYZ6_9LACO,864,1218492,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Bacillota (phylum)Bacilli (class)Lactobacillales (order)Lactobacillaceae (family)Bombilactobacillus (genus),|131567|2|1783272|1239|91061|186826|33958|2767878|
A0A365CWK2,A0A365CWK2,A0A365CWK2_9MICC,855,2249742,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Actinomycetota (phylum)Actinomycetes (class)Micrococcales (order)Micrococcaceae (family)Pseudarthrobacter (genus)unclassified Pseudarthrobacter (norank),|131567|2|1783272|201174|1760|85006|1268|1742993|2647000|
A0A6N8BJ48,A0A6N8BJ48,A0A6N8BJ48_UNCFI,716,1879010,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Bacillota (phylum),|131567|2|1783272|1239|
M0DZT2,M0DZT2,M0DZT2_9EURY,680,1227485,cellular organisms (norank)Archaea (superkingdom)Euryarchaeota (phylum)Stenosarchaea group (norank)Halobacteria (class)Haloferacales (order)Haloferacaceae (family)Halorubrum (genus)Halorubrum tebenquichense (species),|131567|2157|28890|2290931|183963|1644055|1644056|56688|119434|
A0A7V2U712,A0A7V2U712,A0A7V2U712_UNCPL,881,2026780,cellular organisms (norank)Bacteria (superkingdom)PVC group (norank)Planctomycetota (phylum)unclassified Planctomycetota (norank),|131567|2|1783257|203682|473814|
S8EVT5,S8EVT5,S8EVT5_TOXGM,2794,508771,cellular organisms (norank)Eukaryota (superkingdom)Sar (norank)Alveolata (norank)Apicomplexa (phylum)Conoidasida (class)Coccidia (subclass)Eucoccidiorida (order)Eimeriorina (suborder)Sarcocystidae (family)Toxoplasma (genus)Toxoplasma gondii (species),|131567|2759|2698737|33630|5794|1280412|5796|75739|423054|5809|5810|5811|
A0A1A8WX83,A0A1A8WX83,A0A1A8WX83_9APIC,968,864141,cellular organisms (norank)Eukaryota (superkingdom)Sar (norank)Alveolata (norank)Apicomplexa (phylum)Aconoidasida (class)Haemosporida (order)Plasmodiidae (family)Plasmodium (genus)Plasmodium (Plasmodium) (subgenus)Plasmodium ovale (species),|131567|2759|2698737|33630|5794|422676|5819|1639119|5820|418103|36330|
U6GNS3,U6GNS3,U6GNS3_EIMAC,3390,5801,cellular organisms (norank)Eukaryota (superkingdom)Sar (norank)Alveolata (norank)Apicomplexa (phylum)Conoidasida (class)Coccidia (subclass)Eucoccidiorida (order)Eimeriorina (suborder)Eimeriidae (family)Eimeria (genus),|131567|2759|2698737|33630|5794|1280412|5796|75739|423054|5799|5800|
A0A2N2LMI4,A0A2N2LMI4,A0A2N2LMI4_9CHLR,1168,2013732,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Chloroflexota (phylum)unclassified Chloroflexota (norank),|131567|2|1783272|200795|189774|
A0A1Y3XE05,A0A1Y3XE05,A0A1Y3XE05_9FIRM,1313,1965639,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Bacillota (phylum)Clostridia (class)Eubacteriales (order)Eubacteriales incertae sedis (norank)Gemmiger (genus)unclassified Gemmiger (norank),|131567|2|1783272|1239|186801|186802|538999|204475|2630008|
B6AJQ2,B6AJQ2,B6AJQ2_CRYMR,1139,441375,cellular organisms (norank)Eukaryota (superkingdom)Sar (norank)Alveolata (norank)Apicomplexa (phylum)Conoidasida (class)Coccidia (subclass)Eucoccidiorida (order)Eimeriorina (suborder)Cryptosporidiidae (family)Cryptosporidium (genus)Cryptosporidium muris (species),|131567|2759|2698737|33630|5794|1280412|5796|75739|423054|35082|5806|5808|
